user_id,created_at,channel,device_os,region,age_band
U003047,2024-07-30 23:35:28,organic,iOS,Alexandria,18-24
U003048,2024-06-07 11:18:36,organic,Android,Giza,25-34
U003049,2024-08-02 03:58:12,organic,iOS,Alexandria,25-34
U003050,2024-11-03 03:04:57,paid_social,iOS,Giza,35-44
U003051,2024-08-01 16:40:12,paid_social,Android,Cairo,55+
U003052,2024-06-25 03:53:24,partnership,Android,Alexandria,25-34
U003053,2024-08-19 18:07:13,organic,iOS,Dakahlia,25-34
U003054,2024-04-15 05:17:24,paid_social,iOS,Giza,18-24
U003055,2024-11-16 17:06:52,paid_search,Android,Cairo,35-44
U003056,2024-06-26 12:01:35,partnership,Android,Dakahlia,18-24
U003057,2024-06-21 22:39:31,paid_social,Android,Giza,45-54
U003058,2024-07-28 19:56:00,paid_search,iOS,Giza,25-34
U003059,2024-01-18 22:55:30,partnership,Android,Cairo,25-34
U003060,2024-01-12 05:47:28,partnership,Android,Alexandria,25-34
U003061,2024-02-23 21:50:51,partnership,iOS,Dakahlia,55+
U003062,2024-09-28 16:08:42,referral,iOS,Cairo,55+
U003063,2024-03-03 06:05:50,referral,Android,Cairo,55+
U003064,2024-01-31 04:16:51,paid_social,iOS,Alexandria,35-44
U003065,2024-01-20 14:23:59,paid_social,iOS,Cairo,18-24
U003066,2024-08-03 08:58:30,referral,iOS,Giza,25-34
U003067,2024-02-09 18:46:12,referral,iOS,Cairo,18-24
U003068,2024-07-11 04:29:13,paid_social,iOS,Cairo,35-44
U003069,2024-04-19 08:25:33,referral,iOS,Dakahlia,25-34
U003070,2024-03-21 02:11:15,paid_social,Android,Alexandria,25-34
U003071,2024-09-19 17:42:57,paid_search,Android,Cairo,18-24
U003072,2024-08-04 21:46:27,referral,Android,Alexandria,35-44
U003073,2024-03-05 03:35:11,organic,iOS,Cairo,55+
U003074,2024-05-28 05:45:31,referral,Android,Cairo,35-44
U003075,2024-06-11 17:01:05,paid_social,iOS,Giza,45-54
U003076,2024-10-25 04:24:02,partnership,Android,Giza,25-34
U003077,2024-02-14 03:45:44,referral,Android,Dakahlia,18-24
U003078,2024-08-21 22:51:08,referral,Android,Giza,55+
U003079,2024-07-10 10:45:07,paid_social,Android,Sharqia,18-24
U003080,2024-01-10 10:57:32,referral,Android,Sharqia,18-24
U003081,2024-11-10 06:09:41,paid_social,Android,Giza,18-24
U003082,2024-03-28 22:09:45,referral,iOS,Dakahlia,25-34
U003083,2024-07-06 05:39:32,referral,iOS,Giza,25-34
U003084,2024-06-02 23:05:13,paid_search,Android,Cairo,18-24
U003085,2024-03-13 13:28:44,organic,iOS,Cairo,55+
U003086,2024-01-17 12:41:20,paid_social,Android,Cairo,45-54
U003087,2024-04-19 20:15:36,paid_social,iOS,Sharqia,18-24
U003088,2024-01-30 04:21:19,referral,iOS,Giza,35-44
U003089,2024-10-08 00:45:04,paid_social,Android,Giza,45-54
U003090,2024-05-01 09:35:51,paid_social,iOS,Cairo,25-34
U003091,2024-05-24 12:03:20,paid_search,Android,Alexandria,18-24
U003092,2024-09-22 00:17:44,paid_social,Android,Cairo,18-24
U003093,2024-02-01 13:13:36,paid_search,Android,Dakahlia,35-44
U003094,2024-07-27 13:58:25,paid_social,Android,Dakahlia,25-34
U003095,2024-01-06 03:02:19,partnership,iOS,Giza,35-44
U003096,2024-10-30 10:47:11,organic,iOS,Cairo,35-44
U003097,2024-08-20 04:16:28,organic,iOS,Cairo,25-34
U003098,2024-10-21 19:00:48,paid_social,iOS,Cairo,18-24
U003099,2024-09-02 06:34:49,paid_search,Android,Cairo,18-24
U003100,2024-02-01 09:16:33,paid_search,Android,Dakahlia,18-24
U003101,2024-06-01 00:51:11,organic,Android,Cairo,18-24
U003102,2024-06-14 06:16:27,referral,Android,Alexandria,18-24
U003103,2024-01-27 20:12:04,organic,iOS,Giza,35-44
U003104,2024-08-27 14:07:23,paid_social,Android,Alexandria,18-24
U003105,2024-08-06 04:15:06,organic,Android,Cairo,25-34
U003106,2024-06-11 06:49:26,paid_search,iOS,Sharqia,18-24
U003107,2024-06-03 07:07:13,referral,Android,Alexandria,25-34
U003108,2024-06-24 19:05:43,paid_social,Android,Giza,35-44
U003109,2024-08-11 08:03:06,referral,iOS,Cairo,18-24
U003110,2024-08-27 04:51:33,organic,Android,Dakahlia,25-34
U003111,2024-07-10 17:47:51,paid_social,iOS,Cairo,35-44
U003112,2024-01-20 23:50:08,paid_social,iOS,Giza,25-34
U003113,2024-08-14 14:35:58,paid_social,Android,Alexandria,18-24
U003114,2024-11-23 00:21:36,paid_search,Android,Cairo,35-44
U003115,2024-07-25 09:34:51,paid_social,Android,Cairo,18-24
U003116,2024-09-20 19:41:10,organic,Android,Sharqia,25-34
U003117,2024-05-18 08:16:23,referral,Android,Cairo,18-24
U003118,2024-03-27 01:45:54,paid_search,Android,Giza,25-34
U003119,2024-07-24 08:26:44,partnership,iOS,Giza,35-44
U003120,2024-06-01 01:15:11,paid_social,Android,Cairo,35-44
U003121,2024-07-12 21:12:11,referral,iOS,Cairo,45-54
U003122,2024-08-07 04:38:24,paid_search,Android,Cairo,25-34
U003123,2024-10-13 23:33:42,referral,Android,Giza,45-54
U003124,2024-01-27 20:34:44,paid_social,iOS,Alexandria,25-34
U003125,2024-02-17 12:20:23,paid_search,Android,Dakahlia,25-34
U003126,2024-05-09 18:19:56,partnership,Android,Giza,45-54
U003127,2024-11-27 10:03:36,organic,iOS,Dakahlia,25-34
U003128,2024-07-18 19:45:26,referral,iOS,Cairo,25-34
U003129,2024-09-24 17:36:42,referral,Android,Giza,18-24
U003130,2024-05-18 11:16:16,paid_social,iOS,Cairo,35-44
U003131,2024-03-29 01:52:44,paid_search,Android,Cairo,18-24
U003132,2024-09-18 06:07:46,paid_search,Android,Giza,18-24
U003133,2024-02-16 22:30:47,paid_search,Android,Giza,55+
U003134,2024-07-08 03:34:58,paid_social,iOS,Alexandria,18-24
U003135,2024-08-01 13:18:15,organic,Android,Giza,25-34
U003136,2024-08-02 18:59:28,paid_social,iOS,Alexandria,45-54
U003137,2024-06-16 20:11:48,referral,Android,Dakahlia,25-34
U003138,2024-02-08 02:48:51,paid_search,iOS,Cairo,25-34
U003139,2024-06-04 18:14:44,paid_social,Android,Cairo,25-34
U003140,2024-08-25 18:01:11,organic,Android,Giza,18-24
U003141,2024-03-24 22:56:57,organic,Android,Giza,55+
U003142,2024-02-20 04:18:38,partnership,iOS,Giza,18-24
U003143,2024-10-22 22:28:26,paid_search,iOS,Giza,35-44
U003144,2024-04-09 10:02:27,paid_search,iOS,Sharqia,18-24
U003145,2024-03-01 10:46:38,referral,iOS,Giza,18-24
U003146,2024-08-27 08:58:58,paid_social,Android,Giza,18-24
U003147,2024-09-11 13:07:18,referral,iOS,Giza,18-24
U003148,2024-05-08 21:11:14,referral,Web,Dakahlia,25-34
U003149,2024-09-30 19:23:07,organic,Android,Cairo,25-34
U003150,2024-06-11 23:50:10,organic,iOS,Giza,35-44
U003151,2024-04-21 01:39:54,referral,Android,Giza,18-24
U003152,2024-10-19 08:13:45,referral,iOS,Cairo,25-34
U003153,2024-08-18 22:28:20,paid_social,iOS,Alexandria,18-24
U003154,2024-05-16 06:11:16,organic,iOS,Cairo,25-34
U003155,2024-07-20 11:05:01,organic,Android,Cairo,25-34
U003156,2024-04-29 18:35:33,organic,Android,Sharqia,25-34
U003157,2024-11-22 02:35:11,referral,Android,Cairo,25-34
U003158,2024-11-04 20:11:51,referral,iOS,Giza,35-44
U003159,2024-04-30 09:25:29,paid_search,Android,Cairo,35-44
U003160,2024-09-21 10:57:41,paid_search,iOS,Giza,25-34
U003161,2024-08-11 07:57:34,referral,iOS,Cairo,18-24
U003162,2024-07-20 03:51:59,organic,iOS,Alexandria,25-34
U003163,2024-01-24 00:46:08,referral,iOS,Dakahlia,45-54
U003164,2024-11-13 06:21:18,organic,Android,Alexandria,18-24
U003165,2024-03-02 09:19:03,paid_search,iOS,Alexandria,35-44
U003166,2024-06-27 20:45:51,organic,Web,Alexandria,25-34
U003167,2024-03-04 14:59:51,referral,iOS,Cairo,25-34
U003168,2024-06-12 10:37:02,referral,Android,Alexandria,45-54
U003169,2024-05-07 08:54:09,organic,iOS,Cairo,55+
U003170,2024-05-10 00:03:14,organic,iOS,Alexandria,18-24
U003171,2024-07-27 17:30:24,organic,Android,Dakahlia,35-44
U003172,2024-09-26 02:32:03,organic,Android,Giza,25-34
U003173,2024-10-07 06:21:49,paid_social,Android,Giza,25-34
U003174,2024-05-24 04:46:59,partnership,Android,Cairo,35-44
U003175,2024-02-29 11:13:17,paid_search,Android,Dakahlia,55+
U003176,2024-06-12 00:17:44,referral,Android,Alexandria,25-34
U003177,2024-11-29 03:13:28,organic,Android,Sharqia,45-54
U003178,2024-03-25 03:35:18,paid_social,iOS,Cairo,25-34
U003179,2024-05-23 14:22:53,paid_social,Android,Sharqia,25-34
U003180,2024-09-14 23:25:50,referral,Android,Giza,25-34
U003181,2024-04-04 14:22:01,organic,iOS,Cairo,25-34
U003182,2024-04-01 10:14:44,paid_search,Android,Sharqia,25-34
U003183,2024-01-12 14:39:31,organic,iOS,Cairo,25-34
U003184,2024-07-05 21:18:03,referral,Android,Giza,35-44
U003185,2024-10-04 16:29:14,referral,iOS,Dakahlia,35-44
U003186,2024-06-18 09:41:59,paid_social,iOS,Cairo,25-34
U003187,2024-08-15 18:05:53,paid_social,iOS,Cairo,18-24
U003188,2024-01-16 20:41:25,paid_search,Android,Giza,25-34
U003189,2024-03-22 13:11:40,partnership,iOS,Giza,25-34
U003190,2024-08-01 15:18:12,referral,Android,Dakahlia,18-24
U003191,2024-11-05 22:15:59,organic,Android,Giza,25-34
U003192,2024-10-19 13:53:34,partnership,iOS,Alexandria,45-54
U003193,2024-09-12 16:00:15,paid_social,Web,Dakahlia,25-34
U003194,2024-01-12 08:44:43,paid_search,iOS,Sharqia,45-54
U003195,2024-01-20 07:25:21,organic,Android,Cairo,35-44
U003196,2024-06-02 21:22:18,organic,Android,Cairo,18-24
U003197,2024-08-20 07:15:21,referral,iOS,Alexandria,35-44
U003198,2024-04-25 19:48:30,organic,iOS,Dakahlia,25-34
U003199,2024-03-12 05:35:12,paid_search,Android,Cairo,45-54
U003200,2024-11-04 15:11:35,paid_social,Android,Dakahlia,18-24
U003201,2024-08-25 16:38:41,referral,iOS,Sharqia,18-24
U003202,2024-10-18 13:57:10,paid_social,iOS,Cairo,18-24
U003203,2024-03-03 17:15:52,paid_search,Web,Alexandria,18-24
U003204,2024-09-04 12:48:24,referral,iOS,Cairo,25-34
U003205,2024-02-19 08:33:43,paid_search,Android,Alexandria,18-24
U003206,2024-04-28 18:38:50,referral,Android,Alexandria,25-34
U003207,2024-06-08 21:57:33,paid_social,iOS,Giza,25-34
U003208,2024-04-04 16:44:43,paid_social,Android,Giza,18-24
U003209,2024-10-17 07:44:57,referral,Android,Sharqia,25-34
U003210,2024-06-26 04:43:04,paid_social,Android,Cairo,18-24
U003211,2024-10-04 04:14:13,organic,Android,Alexandria,18-24
U003212,2024-01-18 14:06:43,paid_social,Android,Dakahlia,35-44
U003213,2024-11-10 01:19:25,referral,Android,Alexandria,18-24
U003214,2024-11-16 06:14:43,referral,iOS,Alexandria,25-34
U003215,2024-08-02 10:39:16,organic,Android,Giza,18-24
U003216,2024-07-23 04:10:19,organic,iOS,Dakahlia,45-54
U003217,2024-04-17 06:35:11,organic,iOS,Alexandria,35-44
U003218,2024-07-10 21:33:38,partnership,Android,Alexandria,18-24
U003219,2024-07-23 10:17:17,paid_social,Android,Sharqia,25-34
U003220,2024-08-31 16:46:40,referral,Web,Cairo,18-24
U003221,2024-09-14 18:54:47,referral,iOS,Alexandria,18-24
U003222,2024-01-12 07:53:56,referral,Android,Giza,25-34
U003223,2024-08-19 11:45:38,organic,Android,Cairo,35-44
U003224,2024-06-20 08:21:51,referral,Web,Giza,18-24
U003225,2024-08-07 20:13:17,referral,Android,Cairo,25-34
U003226,2024-04-09 04:07:18,referral,Web,Dakahlia,45-54
U003227,2024-07-31 04:42:14,partnership,Web,Dakahlia,25-34
U003228,2024-05-17 09:59:12,partnership,iOS,Cairo,45-54
U003229,2024-01-31 18:38:03,referral,Android,Cairo,45-54
U003230,2024-08-29 19:00:56,paid_social,iOS,Giza,25-34
U003231,2024-09-03 06:26:54,paid_search,Android,Alexandria,25-34
U003232,2024-04-21 09:38:25,partnership,Web,Giza,35-44
U003233,2024-06-10 23:15:32,referral,iOS,Cairo,45-54
U003234,2024-09-07 15:15:24,referral,Android,Cairo,35-44
U003235,2024-04-24 23:57:49,partnership,Android,Cairo,18-24
U003236,2024-04-01 04:58:37,organic,iOS,Cairo,35-44
U003237,2024-10-28 07:06:47,referral,iOS,Alexandria,55+
U003238,2024-10-25 11:31:57,organic,iOS,Giza,25-34
U003239,2024-04-05 20:24:07,partnership,iOS,Giza,35-44
U003240,2024-06-04 09:07:57,paid_search,Android,Giza,25-34
U003241,2024-05-29 15:00:22,organic,Android,Alexandria,18-24
U003242,2024-02-15 02:12:38,organic,iOS,Cairo,25-34
U003243,2024-10-03 01:54:18,paid_social,Web,Cairo,18-24
U003244,2024-10-23 11:49:41,paid_search,Android,Alexandria,35-44
U003245,2024-06-07 10:38:13,referral,Android,Giza,25-34
U003246,2024-01-15 15:38:18,partnership,iOS,Giza,18-24
U003247,2024-07-03 05:47:04,referral,Android,Alexandria,18-24
U003248,2024-01-25 13:02:19,paid_search,iOS,Giza,18-24
U003249,2024-07-23 08:53:48,referral,Android,Cairo,35-44
U003250,2024-03-09 19:59:08,referral,Android,Dakahlia,18-24
U003251,2024-02-07 09:33:05,paid_social,iOS,Dakahlia,18-24
U003252,2024-11-13 05:05:05,organic,Android,Cairo,45-54
U003253,2024-10-05 21:36:20,paid_search,Android,Alexandria,25-34
U003254,2024-10-21 22:48:19,organic,iOS,Giza,25-34
U003255,2024-09-19 17:38:34,referral,Web,Alexandria,25-34
U003256,2024-07-27 09:32:33,paid_social,iOS,Sharqia,18-24
U003257,2024-05-07 22:44:46,partnership,Android,Giza,18-24
U003258,2024-07-18 19:00:30,organic,Android,Giza,25-34
U003259,2024-10-17 22:32:18,organic,iOS,Alexandria,25-34
U003260,2024-04-21 06:45:42,paid_search,Web,Cairo,25-34
U003261,2024-08-24 21:29:59,organic,Android,Cairo,35-44
U003262,2024-11-16 10:32:11,referral,iOS,Cairo,25-34
U003263,2024-11-06 03:28:12,organic,Android,Cairo,18-24
U003264,2024-06-06 19:34:02,organic,Android,Sharqia,35-44
U003265,2024-01-19 12:25:08,paid_search,Android,Alexandria,25-34
U003266,2024-08-07 05:33:48,paid_search,Android,Dakahlia,45-54
U003267,2024-03-02 10:56:32,paid_social,iOS,Dakahlia,45-54
U003268,2024-01-28 05:50:47,referral,iOS,Dakahlia,18-24
U003269,2024-05-07 12:45:54,paid_social,iOS,Cairo,55+
U003270,2024-02-03 11:27:58,paid_social,Android,Alexandria,45-54
U003271,2024-08-05 03:28:53,organic,iOS,Cairo,55+
U003272,2024-05-05 08:51:30,paid_search,iOS,Sharqia,35-44
U003273,2024-06-04 16:28:06,paid_social,iOS,Dakahlia,45-54
U003274,2024-03-09 20:44:12,referral,iOS,Cairo,35-44
U003275,2024-01-01 08:15:25,partnership,Android,Cairo,45-54
U003276,2024-10-31 23:49:58,paid_search,Web,Alexandria,25-34
U003277,2024-06-21 22:25:50,referral,iOS,Cairo,45-54
U003278,2024-04-16 07:15:36,paid_search,iOS,Dakahlia,25-34
U003279,2024-06-13 11:50:23,referral,Android,Dakahlia,35-44
U003280,2024-07-23 11:00:52,paid_social,iOS,Giza,45-54
U003281,2024-07-08 23:23:26,paid_social,Android,Giza,25-34
U003282,2024-08-16 13:49:59,paid_social,Android,Alexandria,18-24
U003283,2024-01-31 19:39:21,referral,iOS,Cairo,18-24
U003284,2024-06-15 18:28:09,partnership,Web,Dakahlia,55+
U003285,2024-03-16 12:22:39,paid_search,iOS,Dakahlia,45-54
U003286,2024-08-11 06:24:00,referral,iOS,Cairo,25-34
U003287,2024-11-16 16:04:18,referral,iOS,Alexandria,55+
U003288,2024-08-09 22:28:19,referral,Web,Cairo,18-24
U003289,2024-09-26 19:58:31,organic,Android,Dakahlia,18-24
U003290,2024-11-16 19:45:38,paid_search,iOS,Cairo,25-34
U003291,2024-05-31 22:55:27,paid_social,Android,Giza,25-34
U003292,2024-08-27 10:17:35,paid_social,Android,Alexandria,25-34
U003293,2024-06-07 20:56:09,organic,iOS,Dakahlia,35-44
U003294,2024-03-06 03:15:45,organic,Android,Alexandria,18-24
U003295,2024-02-15 06:25:46,referral,Android,Cairo,35-44
U003296,2024-11-06 06:19:04,organic,Android,Cairo,25-34
U003297,2024-01-20 18:10:17,organic,iOS,Cairo,55+
U003298,2024-01-08 23:32:36,referral,iOS,Giza,35-44
U003299,2024-11-19 13:17:51,referral,Android,Giza,25-34
U003300,2024-05-10 03:51:09,referral,Android,Cairo,18-24
U003301,2024-11-24 14:34:14,paid_search,Android,Alexandria,55+
U003302,2024-10-05 12:55:54,partnership,Android,Cairo,18-24
U003303,2024-01-27 02:02:02,paid_search,Android,Dakahlia,18-24
U003304,2024-01-20 02:15:29,organic,Android,Cairo,18-24
U003305,2024-07-08 23:54:16,organic,iOS,Dakahlia,55+
U003306,2024-01-13 22:04:31,organic,iOS,Giza,45-54
U003307,2024-05-06 08:27:56,partnership,Android,Giza,55+
U003308,2024-02-05 20:59:15,paid_social,iOS,Cairo,35-44
U003309,2024-09-16 23:10:13,referral,Android,Cairo,18-24
U003310,2024-08-01 15:27:37,organic,Android,Giza,45-54
U003311,2024-06-06 23:48:41,organic,iOS,Alexandria,25-34
U003312,2024-07-19 03:47:05,referral,Android,Cairo,25-34
U003313,2024-07-20 21:23:01,organic,Android,Dakahlia,18-24
U003314,2024-08-14 10:52:59,paid_search,Android,Alexandria,18-24
U003315,2024-06-25 06:53:04,referral,Android,Cairo,35-44
U003316,2024-06-09 00:33:17,paid_search,iOS,Giza,18-24
U003317,2024-09-02 23:45:37,referral,iOS,Sharqia,18-24
U003318,2024-02-12 22:39:48,partnership,Android,Cairo,35-44
U003319,2024-02-07 10:39:52,referral,Android,Giza,18-24
U003320,2024-11-19 07:21:55,organic,Android,Giza,18-24
U003321,2024-11-25 00:54:34,paid_social,iOS,Sharqia,45-54
U003322,2024-11-07 10:01:51,paid_social,iOS,Cairo,25-34
U003323,2024-01-23 09:31:30,organic,Web,Sharqia,35-44
U003324,2024-10-26 21:30:06,referral,Android,Cairo,25-34
U003325,2024-02-15 13:41:10,referral,Android,Alexandria,18-24
U003326,2024-03-18 23:56:53,paid_social,Android,Alexandria,35-44
U003327,2024-03-23 01:26:15,paid_search,Android,Cairo,18-24
U003328,2024-04-11 21:59:46,paid_search,Android,Giza,18-24
U003329,2024-07-25 03:22:12,paid_social,iOS,Giza,18-24
U003330,2024-02-25 18:37:55,organic,Android,Cairo,18-24
U003331,2024-05-07 10:14:06,paid_search,Android,Cairo,25-34
U003332,2024-06-12 22:49:32,organic,Android,Cairo,18-24
U003333,2024-05-16 05:09:23,referral,Android,Alexandria,18-24
U003334,2024-06-14 02:01:55,organic,iOS,Alexandria,45-54
U003335,2024-06-17 04:24:55,paid_social,Android,Alexandria,18-24
U003336,2024-11-07 18:18:29,referral,iOS,Cairo,18-24
U003337,2024-09-06 01:38:33,paid_social,iOS,Alexandria,35-44
U003338,2024-02-14 18:34:12,organic,Android,Dakahlia,45-54
U003339,2024-11-12 17:54:28,paid_social,iOS,Cairo,18-24
U003340,2024-04-03 10:47:17,partnership,Android,Cairo,18-24
U003341,2024-01-16 04:39:03,referral,iOS,Alexandria,25-34
U003342,2024-11-18 23:55:18,paid_social,iOS,Alexandria,25-34
U003343,2024-06-08 23:32:36,referral,iOS,Giza,18-24
U003344,2024-10-07 01:28:41,referral,iOS,Sharqia,18-24
U003345,2024-04-29 09:30:13,referral,Android,Giza,18-24
U003346,2024-05-20 07:30:53,referral,Android,Giza,18-24
U003347,2024-07-14 09:16:51,paid_social,Android,Alexandria,18-24
U003348,2024-03-22 02:47:23,referral,iOS,Cairo,25-34
U003349,2024-09-12 06:05:44,referral,Android,Alexandria,18-24
U003350,2024-08-29 15:30:52,paid_social,Android,Dakahlia,25-34
U003351,2024-07-12 08:30:08,paid_search,iOS,Dakahlia,25-34
U003352,2024-04-22 13:58:14,organic,Android,Alexandria,18-24
U003353,2024-08-07 05:47:47,organic,Android,Cairo,35-44
U003354,2024-04-24 04:41:00,referral,Android,Cairo,55+
U003355,2024-03-25 12:48:13,organic,Android,Cairo,18-24
U003356,2024-08-19 09:21:06,partnership,iOS,Dakahlia,18-24
U003357,2024-04-26 23:57:11,paid_social,iOS,Cairo,35-44
U003358,2024-05-07 23:55:16,paid_social,Android,Alexandria,18-24
U003359,2024-04-02 09:37:19,paid_social,Android,Dakahlia,45-54
U003360,2024-11-28 11:59:53,paid_social,iOS,Cairo,18-24
U003361,2024-10-23 21:34:59,paid_social,iOS,Alexandria,35-44
U003362,2024-10-21 17:31:35,organic,Android,Cairo,18-24
U003363,2024-04-05 16:49:01,referral,Android,Alexandria,25-34
U003364,2024-04-20 11:44:23,partnership,Android,Cairo,18-24
U003365,2024-08-16 07:34:57,paid_social,iOS,Alexandria,25-34
U003366,2024-10-06 07:41:17,referral,Android,Giza,35-44
U003367,2024-01-15 23:42:09,partnership,Android,Giza,55+
U003368,2024-01-29 23:43:14,paid_search,Android,Alexandria,25-34
U003369,2024-07-27 13:41:50,referral,Android,Dakahlia,25-34
U003370,2024-08-23 11:21:31,organic,Android,Cairo,25-34
U003371,2024-03-30 06:07:14,paid_search,Android,Dakahlia,25-34
U003372,2024-10-28 15:37:20,referral,Android,Cairo,18-24
U003373,2024-07-01 20:12:46,paid_social,Android,Alexandria,25-34
U003374,2024-01-28 22:46:42,paid_search,iOS,Cairo,35-44
U003375,2024-07-11 01:15:01,referral,iOS,Cairo,45-54
U003376,2024-01-06 03:03:51,paid_social,Web,Sharqia,25-34
U003377,2024-10-30 21:28:12,referral,Android,Cairo,18-24
U003378,2024-07-04 19:15:23,referral,Android,Cairo,35-44
U003379,2024-06-30 07:00:45,paid_search,Android,Alexandria,55+
U003380,2024-09-25 18:26:01,paid_social,iOS,Cairo,25-34
U003381,2024-08-14 11:26:29,paid_search,Android,Dakahlia,45-54
U003382,2024-11-29 21:41:08,referral,Android,Sharqia,55+
U003383,2024-08-27 12:17:39,referral,Android,Cairo,25-34
U003384,2024-03-22 17:26:23,paid_social,iOS,Cairo,35-44
U003385,2024-08-20 05:24:34,organic,Android,Cairo,25-34
U003386,2024-05-14 04:01:51,partnership,iOS,Alexandria,35-44
U003387,2024-11-07 22:29:00,referral,Android,Cairo,18-24
U003388,2024-09-14 23:01:49,paid_social,Android,Alexandria,25-34
U003389,2024-01-04 08:49:58,organic,iOS,Giza,18-24
U003390,2024-02-26 04:52:00,paid_search,Android,Alexandria,25-34
U003391,2024-08-03 08:07:18,paid_social,iOS,Cairo,45-54
U003392,2024-03-14 16:48:32,organic,Android,Alexandria,25-34
U003393,2024-05-12 09:00:01,organic,Android,Giza,18-24
U003394,2024-07-29 11:57:50,referral,iOS,Alexandria,45-54
U003395,2024-04-02 13:24:03,referral,iOS,Cairo,18-24
U003396,2024-01-03 02:22:40,paid_social,Android,Alexandria,45-54
U003397,2024-08-10 11:14:02,paid_search,Android,Alexandria,35-44
U003398,2024-08-11 07:03:55,organic,iOS,Cairo,25-34
U003399,2024-03-05 00:46:50,referral,iOS,Sharqia,25-34
U003400,2024-02-17 21:31:26,referral,iOS,Giza,18-24
U003401,2024-11-02 05:10:34,referral,Android,Giza,25-34
U003402,2024-06-19 07:10:51,paid_search,Android,Dakahlia,18-24
U003403,2024-05-07 16:21:09,referral,iOS,Giza,25-34
U003404,2024-04-06 10:45:00,referral,iOS,Giza,25-34
U003405,2024-03-20 18:55:28,referral,iOS,Alexandria,35-44
U003406,2024-08-23 15:56:53,referral,Web,Alexandria,55+
U003407,2024-06-16 06:26:11,referral,Android,Cairo,25-34
U003408,2024-07-16 18:59:31,paid_social,Android,Cairo,25-34
U003409,2024-08-06 19:20:15,paid_social,Android,Alexandria,45-54
U003410,2024-11-13 00:37:02,paid_search,Android,Giza,18-24
U003411,2024-02-27 02:26:34,paid_social,Android,Alexandria,35-44
U003412,2024-11-05 09:14:54,paid_social,iOS,Giza,18-24
U003413,2024-06-30 16:26:45,paid_search,Web,Giza,25-34
U003414,2024-07-11 02:51:57,paid_social,Android,Cairo,55+
U003415,2024-09-07 03:31:07,organic,iOS,Cairo,55+
U003416,2024-02-20 17:26:34,referral,Android,Cairo,25-34
U003417,2024-10-05 22:38:30,paid_social,Android,Cairo,18-24
U003418,2024-03-18 12:52:24,referral,Android,Alexandria,45-54
U003419,2024-09-05 13:32:09,paid_social,iOS,Giza,45-54
U003420,2024-04-01 01:29:51,paid_search,Android,Cairo,25-34
U003421,2024-08-26 01:12:24,referral,iOS,Dakahlia,18-24
U003422,2024-05-31 14:45:07,paid_social,Android,Dakahlia,35-44
U003423,2024-05-22 04:38:20,paid_social,Web,Alexandria,18-24
U003424,2024-06-02 07:36:41,referral,Android,Giza,45-54
U003425,2024-11-13 11:08:33,paid_social,Android,Cairo,25-34
U003426,2024-03-02 05:22:10,referral,Android,Giza,25-34
U003427,2024-05-17 03:51:40,referral,iOS,Cairo,18-24
U003428,2024-09-02 13:00:26,paid_search,Android,Giza,25-34
U003429,2024-02-07 11:52:16,referral,Android,Alexandria,35-44
U003430,2024-06-26 13:37:01,organic,iOS,Sharqia,25-34
U003431,2024-01-27 22:08:53,paid_search,iOS,Alexandria,35-44
U003432,2024-04-27 05:21:09,paid_social,Android,Cairo,35-44
U003433,2024-05-01 23:27:12,paid_search,iOS,Alexandria,18-24
U003434,2024-04-01 23:49:00,paid_search,Android,Giza,25-34
U003435,2024-03-07 05:03:46,referral,iOS,Giza,25-34
U003436,2024-06-07 00:59:32,partnership,iOS,Sharqia,25-34
U003437,2024-03-13 00:15:14,referral,Android,Dakahlia,25-34
U003438,2024-03-14 18:47:05,referral,Android,Alexandria,18-24
U003439,2024-02-27 22:30:58,paid_search,Android,Cairo,25-34
U003440,2024-10-02 12:45:38,referral,Android,Cairo,25-34
U003441,2024-04-05 03:40:52,referral,Android,Sharqia,55+
U003442,2024-10-25 01:35:24,paid_social,Android,Sharqia,35-44
U003443,2024-02-09 12:51:11,paid_search,iOS,Cairo,25-34
U003444,2024-11-14 20:05:56,paid_search,iOS,Giza,35-44
U003445,2024-08-03 21:59:47,organic,iOS,Giza,35-44
U003446,2024-10-13 17:51:44,partnership,iOS,Giza,25-34
U003447,2024-09-30 01:17:08,referral,iOS,Dakahlia,18-24
U003448,2024-09-08 15:03:37,paid_social,iOS,Cairo,35-44
U003449,2024-11-14 11:05:40,organic,Web,Dakahlia,18-24
U003450,2024-05-23 20:41:07,paid_search,iOS,Alexandria,35-44
U003451,2024-02-03 04:19:17,paid_social,iOS,Alexandria,25-34
U003452,2024-11-02 17:52:25,paid_social,Android,Alexandria,25-34
U003453,2024-05-03 02:35:47,paid_search,iOS,Alexandria,35-44
U003454,2024-05-27 11:48:13,partnership,iOS,Giza,18-24
U003455,2024-03-09 10:35:18,organic,iOS,Giza,25-34
U003456,2024-09-29 04:55:02,referral,iOS,Alexandria,25-34
U003457,2024-07-31 10:39:45,partnership,iOS,Giza,35-44
U003458,2024-06-05 02:23:30,paid_search,iOS,Cairo,35-44
U003459,2024-05-26 10:23:52,referral,Android,Sharqia,45-54
U003460,2024-05-08 21:16:24,paid_search,iOS,Cairo,18-24
U003461,2024-05-12 03:19:17,paid_search,iOS,Alexandria,18-24
U003462,2024-11-17 19:25:33,partnership,Android,Cairo,35-44
