case_id,user_id,submitted_time,decision_time,decision,failure_reason,device_os,region
KYC001019,U001807,2024-09-22 03:22:56.299464,2024-09-24 19:06:32.224761,rejected,age_restriction,iOS,Giza
KYC001020,U001810,2024-06-18 21:00:39.390210,2024-06-19 13:23:30.488803,approved,,Android,Giza
KYC001021,U001811,2024-08-11 20:35:34.025408,2024-08-12 14:30:46.605429,approved,,iOS,Sharqia
KYC001022,U001812,2024-11-26 22:21:24.735276,2024-11-28 03:50:03.195857,rejected,document_quality,Android,Cairo
KYC001023,U001815,2024-07-15 22:58:09.413317,2024-07-17 02:12:34.979545,approved,,iOS,Cairo
KYC001024,U001816,2024-06-25 20:10:07.120900,2024-06-26 03:00:44.597855,approved,,iOS,Sharqia
KYC001025,U001818,2024-10-28 04:07:40.605193,2024-10-29 04:34:49.359472,approved,,iOS,Giza
KYC001026,U001821,2024-05-19 08:46:13.461670,2024-05-20 15:46:54.995516,rejected,document_quality,iOS,Cairo
KYC001027,U001823,2024-03-23 20:39:48.403987,2024-03-24 01:54:07.431774,approved,,iOS,Alexandria
KYC001028,U001826,2024-06-22 12:19:57.533443,2024-06-24 06:55:37.879164,rejected,duplicate_account,iOS,Alexandria
KYC001029,U001827,2024-02-15 09:44:03.237932,2024-02-18 18:04:25.143863,approved,,iOS,Cairo
KYC001030,U001828,2024-08-16 04:35:19.733609,2024-08-20 01:28:11.765621,rejected,document_quality,Android,Cairo
KYC001031,U001832,2024-03-25 10:59:06.355156,2024-03-26 06:38:06.969935,approved,,iOS,Dakahlia
KYC001032,U001834,2024-06-20 19:29:47.503516,2024-06-21 14:40:18.356507,approved,,Web,Dakahlia
KYC001033,U001838,2024-10-25 09:49:24.356246,2024-10-29 02:30:05.580455,approved,,iOS,Giza
KYC001034,U001841,2024-10-14 18:39:56.721143,2024-10-22 17:41:47.396843,rejected,document_quality,Android,Alexandria
KYC001035,U001843,2024-02-27 19:23:37.538024,2024-02-28 04:22:34.808645,rejected,duplicate_account,Android,Dakahlia
KYC001036,U001844,2024-03-20 11:04:34.908484,2024-03-22 15:55:18.867257,approved,,Android,Cairo
KYC001037,U001847,2024-10-13 03:16:44.380357,2024-10-14 13:29:03.799559,approved,,Android,Cairo
KYC001038,U001849,2024-10-16 03:15:12.128280,2024-10-17 19:25:42.989997,rejected,watchlist_hit,Android,Giza
KYC001039,U001850,2024-03-20 17:17:56.173344,2024-03-22 16:55:59.294083,rejected,age_restriction,Android,Cairo
KYC001040,U001851,2024-05-18 19:30:14.828793,2024-05-21 06:11:18.108995,rejected,identity_mismatch,Android,Giza
KYC001041,U001852,2024-06-23 04:41:43.033114,2024-06-23 08:44:11.891009,approved,,Android,Cairo
KYC001042,U001853,2024-11-13 12:32:47.521214,2024-11-14 14:38:15.025948,approved,,iOS,Giza
KYC001043,U001855,2024-06-09 20:08:56.818223,2024-06-10 02:49:02.054735,approved,,Android,Cairo
KYC001044,U001856,2024-05-05 01:44:29.178778,2024-05-05 08:09:32.240098,approved,,iOS,Giza
KYC001045,U001858,2024-11-18 15:11:24.561577,2024-11-18 20:40:33.352471,approved,,Web,Cairo
KYC001046,U001860,2024-05-12 15:28:50.641729,2024-05-14 22:12:52.417043,rejected,watchlist_hit,iOS,Cairo
KYC001047,U001861,2024-10-14 09:17:00.871159,2024-10-14 12:05:23.081332,approved,,iOS,Giza
KYC001048,U001863,2024-01-26 19:06:32.747280,2024-02-01 20:37:03.190587,rejected,identity_mismatch,Web,Giza
KYC001049,U001864,2024-06-09 21:13:26.068153,2024-06-10 18:22:48.153790,rejected,duplicate_account,Web,Sharqia
KYC001050,U001865,2024-10-12 03:32:22.992580,2024-10-12 16:16:12.834169,approved,,Android,Alexandria
KYC001051,U001866,2024-08-07 10:06:59.386688,2024-08-07 14:15:17.375589,rejected,identity_mismatch,Android,Cairo
KYC001052,U001867,2024-06-16 18:05:08.841728,2024-06-17 09:08:32.915649,approved,,iOS,Cairo
KYC001053,U001869,2024-11-13 11:39:43.976820,2024-11-14 19:47:32.336480,rejected,watchlist_hit,iOS,Cairo
KYC001054,U001872,2024-10-25 14:42:46.205371,2024-10-26 21:28:35.747150,rejected,age_restriction,Android,Giza
KYC001055,U001873,2024-03-08 16:01:15.845043,2024-03-10 14:06:34.385627,approved,,Android,Cairo
KYC001056,U001876,2024-05-31 19:48:07.447582,2024-06-04 22:57:37.368006,rejected,watchlist_hit,Android,Cairo
KYC001057,U001878,2024-04-22 14:50:22.751551,2024-04-22 22:51:01.506720,approved,,iOS,Giza
KYC001058,U001879,2024-07-24 05:31:44.450288,2024-07-25 13:00:19.008434,approved,,Android,Giza
KYC001059,U001880,2024-06-17 05:58:51.365778,2024-06-17 17:06:47.940407,approved,,iOS,Cairo
KYC001060,U001881,2024-10-27 07:38:20.222673,2024-10-29 22:42:18.413861,rejected,document_quality,iOS,Giza
KYC001061,U001884,2024-03-18 21:27:21.870665,2024-03-20 04:10:16.803228,approved,,iOS,Dakahlia
KYC001062,U001889,2024-09-12 12:02:33.371778,2024-09-17 17:41:58.931854,approved,,Web,Giza
KYC001063,U001890,2024-02-29 17:30:09.277150,2024-02-29 22:22:14.750823,rejected,document_quality,iOS,Alexandria
KYC001064,U001891,2024-06-21 20:01:25.158924,2024-06-22 14:44:57.510620,approved,,Android,Sharqia
KYC001065,U001892,2024-05-12 23:01:07.741846,2024-05-13 00:48:54.820309,approved,,Android,Dakahlia
KYC001066,U001893,2024-06-24 00:02:52.062217,2024-06-24 03:14:32.018991,approved,,iOS,Giza
KYC001067,U001894,2024-10-14 11:19:35.578649,2024-10-16 22:50:24.091989,approved,,iOS,Dakahlia
KYC001068,U001897,2024-11-18 18:43:29.824543,2024-11-18 21:06:27.756815,rejected,watchlist_hit,iOS,Cairo
KYC001069,U001898,2024-09-20 05:59:43.035487,2024-09-21 15:25:16.422838,approved,,iOS,Sharqia
KYC001070,U001901,2024-05-29 08:49:53.894859,2024-05-31 11:09:32.847478,rejected,document_quality,iOS,Alexandria
KYC001071,U001902,2024-02-28 04:58:44.394902,2024-03-04 20:57:12.927636,approved,,iOS,Giza
KYC001072,U001904,2024-09-11 02:11:51.477647,2024-09-11 21:44:40.862370,approved,,Android,Giza
KYC001073,U001906,2024-09-17 14:50:55.340730,2024-09-19 00:29:11.502849,approved,,Android,Cairo
KYC001074,U001907,2024-04-04 04:14:37.758301,2024-04-05 07:26:27.903772,rejected,watchlist_hit,iOS,Alexandria
KYC001075,U001908,2024-03-02 03:55:38.910590,2024-03-08 23:48:26.674446,approved,,iOS,Alexandria
KYC001076,U001910,2024-11-06 06:15:48.639223,2024-11-15 04:11:11.959533,approved,,iOS,Cairo
KYC001077,U001913,2024-06-06 16:07:05.983872,2024-06-07 06:34:27.808423,approved,,iOS,Dakahlia
KYC001078,U001915,2024-01-09 05:46:28.684783,2024-01-09 23:56:59.824347,approved,,Android,Giza
KYC001079,U001917,2024-03-06 03:40:39.169807,2024-03-08 03:53:26.841838,approved,,Android,Giza
KYC001080,U001918,2024-03-27 10:09:23.732929,2024-03-28 04:47:00.277117,approved,,Android,Alexandria
KYC001081,U001919,2024-09-30 14:34:44.224134,2024-10-07 19:08:15.923195,approved,,Android,Giza
KYC001082,U001921,2024-11-01 20:32:25.940963,2024-11-04 14:44:19.534603,rejected,watchlist_hit,iOS,Cairo
KYC001083,U001922,2024-10-20 14:50:30.208380,2024-10-21 13:34:35.603973,rejected,age_restriction,iOS,Giza
KYC001084,U001923,2024-11-14 11:14:54.045506,2024-11-15 09:19:45.988779,approved,,Android,Alexandria
KYC001085,U001924,2024-07-13 23:04:16.362643,2024-07-15 13:06:51.815887,rejected,age_restriction,Android,Dakahlia
KYC001086,U001928,2024-09-27 11:52:39.516399,2024-09-27 21:44:05.251884,approved,,Android,Alexandria
KYC001087,U001929,2024-02-18 20:02:58.047521,2024-02-19 22:19:03.528465,approved,,Web,Cairo
KYC001088,U001931,2024-10-19 08:27:23.056564,2024-10-22 01:29:22.357133,approved,,iOS,Cairo
KYC001089,U001932,2024-06-25 11:24:16.727924,2024-06-26 04:14:54.471746,approved,,iOS,Cairo
KYC001090,U001934,2024-03-20 20:22:35.301031,2024-03-20 21:00:29.059175,approved,,iOS,Cairo
KYC001091,U001936,2024-05-02 13:33:36.317981,2024-05-03 09:19:38.418963,approved,,Android,Giza
KYC001092,U001937,2024-10-07 17:11:07.176854,2024-10-08 12:15:34.481704,approved,,iOS,Cairo
KYC001093,U001939,2024-02-05 14:08:38.359806,2024-02-07 06:33:55.071409,rejected,age_restriction,Android,Alexandria
KYC001094,U001940,2024-07-25 20:53:38.720346,2024-07-26 14:10:10.382117,rejected,document_quality,Android,Cairo
KYC001095,U001942,2024-06-16 16:03:19.144991,2024-06-17 12:53:11.781859,approved,,Android,Giza
KYC001096,U001943,2024-05-02 01:49:19.170936,2024-05-03 12:57:26.972555,approved,,Android,Dakahlia
KYC001097,U001944,2024-10-10 12:18:58.421011,2024-10-13 08:23:27.379507,rejected,document_quality,Android,Alexandria
KYC001098,U001945,2024-10-13 14:58:38.495794,2024-10-20 09:55:25.121616,approved,,Web,Giza
KYC001099,U001946,2024-09-09 23:47:57.029916,2024-09-10 18:07:22.339901,approved,,iOS,Sharqia
KYC001100,U001947,2024-10-10 23:29:13.569290,2024-10-11 04:49:44.231844,rejected,identity_mismatch,Android,Cairo
KYC001101,U001951,2024-04-07 15:55:26.545939,2024-04-08 10:36:26.261740,approved,,Android,Cairo
KYC001102,U001953,2024-10-03 09:18:18.942400,2024-10-05 00:12:30.375963,rejected,watchlist_hit,Android,Cairo
KYC001103,U001954,2024-08-03 02:15:19.619871,2024-08-03 19:56:07.943303,approved,,Android,Sharqia
KYC001104,U001956,2024-01-30 13:55:04.506945,2024-02-03 13:03:20.381882,approved,,Android,Dakahlia
KYC001105,U001958,2024-01-07 11:29:42.226024,2024-01-14 19:24:07.084215,approved,,Android,Giza
KYC001106,U001960,2024-09-23 18:51:05.814015,2024-09-23 22:50:54.078187,approved,,iOS,Giza
KYC001107,U001962,2024-02-02 13:05:42.685542,2024-02-03 13:12:45.107017,approved,,Android,Alexandria
KYC001108,U001963,2024-05-18 05:52:38.200600,2024-05-21 23:27:00.985111,approved,,Android,Cairo
KYC001109,U001965,2024-08-29 19:37:31.557890,2024-09-02 12:33:04.922439,rejected,watchlist_hit,Android,Sharqia
KYC001110,U001966,2024-02-16 14:13:58.674944,2024-02-17 03:46:26.088672,approved,,iOS,Cairo
KYC001111,U001968,2024-07-17 03:12:21.837921,2024-07-18 08:00:56.911420,approved,,Android,Cairo
KYC001112,U001969,2024-02-11 22:11:27.504234,2024-02-12 07:47:21.107616,approved,,Android,Alexandria
KYC001113,U001971,2024-01-08 07:36:47.403366,2024-01-10 11:14:47.761783,approved,,Web,Alexandria
KYC001114,U001972,2024-04-19 22:16:47.941779,2024-04-20 10:18:18.080046,approved,,iOS,Cairo
KYC001115,U001973,2024-05-11 18:36:47.971609,2024-05-12 11:06:40.469006,rejected,age_restriction,iOS,Giza
KYC001116,U001975,2024-09-11 05:13:44.007331,2024-09-11 13:25:16.641886,approved,,Android,Giza
KYC001117,U001976,2024-04-08 14:03:33.190104,2024-04-10 14:56:03.728179,approved,,Android,Giza
KYC001118,U001977,2024-01-23 01:28:51.134851,2024-01-23 12:43:34.174527,approved,,iOS,Sharqia
KYC001119,U001980,2024-07-04 18:23:41.351990,2024-07-05 20:56:13.980076,rejected,document_quality,Android,Cairo
KYC001120,U001981,2024-03-11 16:37:00.934847,2024-03-12 07:42:56.328660,approved,,iOS,Cairo
KYC001121,U001982,2024-05-25 14:26:27.444290,2024-05-27 00:52:52.285764,approved,,Android,Alexandria
KYC001122,U001983,2024-03-01 10:04:42.723151,2024-03-02 08:39:18.646713,approved,,Android,Alexandria
KYC001123,U001984,2024-03-12 07:30:59.853723,2024-03-15 16:32:53.497675,approved,,Android,Sharqia
KYC001124,U001985,2024-01-05 19:30:48.934629,2024-01-07 05:49:56.589198,approved,,iOS,Alexandria
KYC001125,U001987,2024-07-11 05:12:38.092787,2024-07-11 21:16:07.611669,rejected,age_restriction,Android,Cairo
KYC001126,U001992,2024-01-24 08:28:54.081537,2024-01-29 14:57:34.396803,approved,,iOS,Cairo
KYC001127,U001993,2024-11-19 07:32:56.227979,2024-11-19 12:31:15.449079,approved,,iOS,Dakahlia
KYC001128,U001995,2024-08-05 10:30:05.829173,2024-08-09 01:34:48.208511,approved,,iOS,Giza
KYC001129,U001997,2024-07-22 20:59:12.803284,2024-07-23 16:03:50.641001,rejected,document_quality,Android,Cairo
KYC001130,U001998,2024-10-18 12:34:01.504880,2024-10-19 22:56:44.362015,approved,,iOS,Cairo
KYC001131,U002000,2024-08-24 03:06:49.431178,2024-08-25 20:27:04.089673,approved,,Android,Cairo
KYC001132,U002004,2024-06-29 20:23:11.635024,2024-07-02 09:45:02.623429,approved,,iOS,Sharqia
KYC001133,U002005,2024-10-07 19:01:19.044258,2024-10-09 00:02:22.166722,rejected,document_quality,Android,Sharqia
KYC001134,U002006,2024-01-28 21:32:07.462556,2024-01-30 16:31:10.565753,approved,,Web,Giza
KYC001135,U002007,2024-02-21 17:05:50.417341,2024-02-29 12:32:15.752010,rejected,watchlist_hit,iOS,Sharqia
KYC001136,U002011,2024-01-08 23:20:27.377318,2024-01-10 23:09:20.831894,rejected,document_quality,iOS,Giza
KYC001137,U002012,2024-07-26 19:48:12.757672,2024-07-27 11:53:56.465744,approved,,Android,Cairo
KYC001138,U002014,2024-10-20 08:01:04.457134,2024-10-21 11:10:34.706972,rejected,document_quality,iOS,Alexandria
KYC001139,U002016,2024-08-02 19:21:40.670636,2024-08-04 19:08:44.574601,rejected,watchlist_hit,iOS,Sharqia
KYC001140,U002018,2024-01-21 03:14:52.150616,2024-01-22 17:49:38.842144,approved,,Android,Alexandria
KYC001141,U002027,2024-10-19 04:49:43.577633,2024-10-19 13:34:08.384790,rejected,identity_mismatch,Android,Sharqia
KYC001142,U002031,2024-10-17 09:51:50.411507,2024-10-17 15:47:25.061157,rejected,watchlist_hit,Android,Giza
KYC001143,U002032,2024-07-23 00:42:47.559932,2024-07-23 10:22:16.856471,approved,,Android,Cairo
KYC001144,U002034,2024-09-13 00:05:13.511693,2024-09-15 10:54:40.919103,rejected,document_quality,Android,Cairo
KYC001145,U002036,2024-04-13 15:54:16.616281,2024-04-17 22:52:52.815050,approved,,Android,Alexandria
KYC001146,U002037,2024-03-07 05:12:38.343487,2024-03-11 14:14:24.791497,approved,,iOS,Dakahlia
KYC001147,U002038,2024-05-03 21:37:07.270355,2024-05-08 02:54:32.170768,approved,,Android,Cairo
KYC001148,U002039,2024-08-12 08:30:52.670850,2024-08-14 13:31:34.714263,approved,,Android,Cairo
KYC001149,U002042,2024-03-15 13:04:31.108213,2024-03-16 04:24:22.914060,approved,,iOS,Sharqia
KYC001150,U002043,2024-07-19 23:57:14.308612,2024-07-21 01:56:45.147528,approved,,Android,Giza
KYC001151,U002044,2024-11-26 09:47:15.346828,2024-11-27 01:35:18.313801,rejected,document_quality,Android,Cairo
KYC001152,U002045,2024-02-13 18:56:42.268812,2024-02-15 16:44:17.171068,rejected,document_quality,Android,Dakahlia
KYC001153,U002046,2024-11-13 15:11:28.669546,2024-11-15 04:51:48.785947,rejected,document_quality,Android,Cairo
KYC001154,U002047,2024-10-08 07:19:37.812785,2024-10-09 14:11:08.105466,approved,,iOS,Cairo
KYC001155,U002049,2024-10-26 16:51:20.892974,2024-10-27 22:27:39.305054,approved,,iOS,Giza
KYC001156,U002051,2024-08-18 00:56:43.782463,2024-08-21 03:29:52.567602,approved,,iOS,Giza
KYC001157,U002052,2024-09-13 13:10:18.251920,2024-09-14 12:54:34.539622,approved,,iOS,Cairo
KYC001158,U002053,2024-11-17 18:09:08.555982,2024-11-18 03:12:22.452977,rejected,document_quality,iOS,Cairo
KYC001159,U002055,2024-03-25 22:04:28.522364,2024-03-29 17:45:49.280367,approved,,Android,Alexandria
KYC001160,U002056,2024-03-02 11:51:25.422364,2024-03-03 19:39:41.258356,approved,,iOS,Sharqia
KYC001161,U002057,2024-03-03 22:20:11.462694,2024-03-04 18:47:29.048493,rejected,watchlist_hit,iOS,Sharqia
KYC001162,U002060,2024-11-15 09:15:55.833758,2024-11-16 09:03:38.295649,approved,,Android,Giza
KYC001163,U002061,2024-06-20 17:13:10.235490,2024-06-21 00:54:22.992220,approved,,Android,Alexandria
KYC001164,U002063,2024-04-14 03:24:49.252485,2024-04-14 04:00:06.776342,rejected,identity_mismatch,iOS,Sharqia
KYC001165,U002065,2024-05-19 20:35:35.569769,2024-05-20 18:14:24.814466,approved,,Android,Cairo
KYC001166,U002066,2024-04-20 14:16:07.965365,2024-04-21 02:39:11.958523,approved,,Android,Alexandria
KYC001167,U002067,2024-05-08 05:52:49.038770,2024-05-09 16:29:56.112409,approved,,iOS,Cairo
KYC001168,U002068,2024-04-14 07:11:04.717884,2024-04-14 16:42:29.972842,approved,,iOS,Alexandria
KYC001169,U002071,2024-03-17 10:05:49.054065,2024-03-19 13:15:35.518446,rejected,watchlist_hit,Android,Cairo
KYC001170,U002072,2024-04-29 22:07:21.276962,2024-05-01 03:39:44.330042,approved,,Android,Cairo
KYC001171,U002074,2024-02-17 21:51:33.243157,2024-02-21 14:38:26.983252,rejected,watchlist_hit,Android,Alexandria
KYC001172,U002075,2024-04-06 00:33:41.206613,2024-04-07 06:50:18.002635,approved,,iOS,Dakahlia
KYC001173,U002076,2024-01-20 06:57:42.407037,2024-01-22 21:25:55.021987,approved,,Android,Sharqia
KYC001174,U002077,2024-09-18 01:49:25.221832,2024-09-24 20:06:00.395263,rejected,age_restriction,Android,Sharqia
KYC001175,U002078,2024-09-24 23:58:56.163023,2024-09-25 18:11:44.683568,approved,,Android,Giza
KYC001176,U002080,2024-07-22 08:26:39.236839,2024-07-23 07:18:04.575044,rejected,document_quality,Android,Cairo
KYC001177,U002081,2024-04-25 02:12:13.984336,2024-04-25 11:48:11.812365,approved,,Android,Giza
KYC001178,U002082,2024-09-08 02:24:39.688185,2024-09-10 00:26:15.281269,approved,,iOS,Sharqia
KYC001179,U002083,2024-09-23 16:41:14.872681,2024-09-25 18:49:14.137686,approved,,iOS,Cairo
KYC001180,U002085,2024-09-29 01:47:42.060185,2024-09-30 17:38:56.672356,approved,,Android,Dakahlia
KYC001181,U002086,2024-07-22 13:25:59.864520,2024-07-23 20:18:54.778425,approved,,Web,Cairo
KYC001182,U002087,2024-08-28 13:58:46.551159,2024-08-31 22:22:55.498707,approved,,iOS,Cairo
KYC001183,U002089,2024-06-10 04:40:51.539305,2024-06-12 16:24:40.100469,approved,,Android,Cairo
KYC001184,U002091,2024-08-06 12:17:23.217978,2024-08-07 08:31:28.648123,rejected,document_quality,iOS,Giza
KYC001185,U002092,2024-11-30 01:56:38.469986,2024-12-02 04:57:51.081488,rejected,duplicate_account,iOS,Giza
KYC001186,U002093,2024-02-14 21:46:25.552312,2024-02-24 16:59:16.314979,approved,,iOS,Alexandria
KYC001187,U002095,2024-10-14 16:07:39.068571,2024-10-16 02:15:20.055408,approved,,iOS,Giza
KYC001188,U002098,2024-01-09 02:41:34.770342,2024-01-16 00:50:28.760707,approved,,iOS,Cairo
KYC001189,U002099,2024-02-03 05:41:27.439731,2024-02-03 06:39:04.578627,rejected,document_quality,iOS,Giza
KYC001190,U002100,2024-09-10 05:15:43.644207,2024-09-11 02:13:06.329095,approved,,Android,Giza
KYC001191,U002101,2024-02-03 14:36:17.064912,2024-02-05 12:22:41.965136,rejected,identity_mismatch,Android,Giza
KYC001192,U002102,2024-01-23 15:55:38.204237,2024-01-24 17:00:15.261258,approved,,iOS,Giza
KYC001193,U002103,2024-02-09 21:19:44.772380,2024-02-12 18:47:53.633943,approved,,iOS,Giza
KYC001194,U002105,2024-06-04 11:23:57.696983,2024-06-07 21:02:52.265670,rejected,watchlist_hit,Android,Dakahlia
KYC001195,U002107,2024-03-01 04:10:45.158893,2024-03-02 12:56:38.539868,approved,,Android,Alexandria
KYC001196,U002108,2024-06-13 18:33:23.825382,2024-06-14 23:25:53.470959,approved,,iOS,Cairo
KYC001197,U002111,2024-11-08 19:28:17.540814,2024-11-09 13:25:42.231391,approved,,Android,Cairo
KYC001198,U002114,2024-06-28 16:26:02.515046,2024-06-29 20:16:30.536070,approved,,Android,Dakahlia
KYC001199,U002115,2024-02-22 08:16:04.765226,2024-02-22 17:42:40.251453,approved,,Android,Cairo
KYC001200,U002116,2024-01-31 23:29:43.689338,2024-02-03 15:58:48.242215,rejected,identity_mismatch,Android,Cairo
KYC001201,U002119,2024-09-03 17:01:35.565505,2024-09-03 17:44:02.073860,approved,,Android,Alexandria
KYC001202,U002120,2024-08-02 09:38:58.677900,2024-08-03 03:38:45.978980,approved,,iOS,Giza
KYC001203,U002124,2024-06-28 08:40:26.672325,2024-06-30 12:50:18.116320,approved,,Android,Giza
KYC001204,U002125,2024-10-12 20:35:23.854951,2024-10-18 04:10:37.847980,rejected,duplicate_account,Android,Sharqia
KYC001205,U002127,2024-11-03 09:29:42.953347,2024-11-06 04:03:30.960124,approved,,iOS,Dakahlia
KYC001206,U002129,2024-04-10 23:47:25.068453,2024-04-19 15:49:17.861336,approved,,Android,Cairo
KYC001207,U002131,2024-07-30 19:22:38.493855,2024-08-02 16:44:55.606679,approved,,Android,Alexandria
KYC001208,U002132,2024-02-10 16:07:19.615286,2024-02-11 05:52:48.851593,approved,,Android,Cairo
KYC001209,U002133,2024-06-24 13:26:37.259420,2024-06-26 14:38:17.043128,rejected,document_quality,Android,Giza
KYC001210,U002134,2024-10-29 06:06:21.843103,2024-10-31 06:52:19.975900,rejected,duplicate_account,iOS,Sharqia
KYC001211,U002136,2024-02-13 10:49:22.705803,2024-02-16 08:46:16.780975,rejected,age_restriction,iOS,Cairo
KYC001212,U002137,2024-10-03 06:29:02.882237,2024-10-03 10:00:18.002966,approved,,iOS,Sharqia
KYC001213,U002140,2024-01-04 06:19:58.990440,2024-01-04 15:34:58.293647,approved,,iOS,Dakahlia
KYC001214,U002141,2024-05-12 22:39:42.160152,2024-05-14 00:51:39.474915,rejected,age_restriction,iOS,Sharqia
KYC001215,U002144,2024-06-12 18:07:58.787353,2024-06-15 12:29:04.238807,approved,,iOS,Giza
KYC001216,U002146,2024-10-17 06:52:56.607885,2024-10-20 04:01:07.499439,rejected,duplicate_account,Web,Alexandria
KYC001217,U002148,2024-07-01 01:28:06.586613,2024-07-01 10:16:58.557609,approved,,iOS,Alexandria
KYC001218,U002150,2024-02-10 04:44:13.049617,2024-02-11 05:36:52.155817,rejected,duplicate_account,iOS,Cairo
KYC001219,U002152,2024-06-02 14:11:34.608801,2024-06-03 06:04:54.722028,rejected,document_quality,iOS,Giza
KYC001220,U002153,2024-01-22 16:00:39.558079,2024-01-22 22:28:49.561956,rejected,identity_mismatch,Android,Dakahlia
KYC001221,U002155,2024-10-10 02:48:23.258194,2024-10-11 21:26:47.687920,rejected,document_quality,Android,Dakahlia
KYC001222,U002157,2024-06-30 14:55:05.679141,2024-07-06 20:46:35.922601,approved,,iOS,Giza
KYC001223,U002158,2024-04-19 15:28:55.768439,2024-04-20 19:53:45.240476,approved,,iOS,Giza
KYC001224,U002159,2024-09-09 03:39:44.630941,2024-09-09 11:17:39.893835,approved,,iOS,Alexandria
KYC001225,U002161,2024-06-11 04:07:58.161031,2024-06-14 18:40:09.256116,rejected,duplicate_account,iOS,Giza
KYC001226,U002162,2024-07-17 11:01:33.163581,2024-07-20 11:48:08.653575,approved,,Android,Cairo
KYC001227,U002163,2024-03-08 20:50:40.704796,2024-03-09 18:47:26.699677,approved,,iOS,Alexandria
KYC001228,U002164,2024-01-13 20:27:49.437833,2024-01-14 12:07:12.875945,approved,,iOS,Giza
KYC001229,U002165,2024-09-05 14:23:34.165497,2024-09-05 16:34:57.495037,approved,,iOS,Cairo
KYC001230,U002167,2024-08-10 19:30:11.176627,2024-08-13 02:43:35.670436,rejected,watchlist_hit,iOS,Cairo
KYC001231,U002168,2024-07-27 15:46:56.071462,2024-07-27 21:11:01.135759,approved,,iOS,Giza
KYC001232,U002171,2024-01-30 08:18:57.361004,2024-02-01 11:17:21.474887,approved,,Android,Giza
KYC001233,U002173,2024-09-18 14:25:09.003482,2024-09-20 16:59:20.604961,rejected,duplicate_account,Android,Sharqia
KYC001234,U002174,2024-06-06 10:38:31.356728,2024-06-07 09:40:20.349107,rejected,age_restriction,Android,Giza
KYC001235,U002175,2024-09-17 01:00:07.058154,2024-09-19 07:08:06.453962,approved,,iOS,Dakahlia
KYC001236,U002176,2024-09-21 16:56:56.652938,2024-09-23 06:49:17.193377,rejected,age_restriction,iOS,Cairo
KYC001237,U002177,2024-01-30 09:01:50.777701,2024-01-31 23:01:36.277091,approved,,Android,Dakahlia
KYC001238,U002179,2024-06-09 17:46:13.513216,2024-06-09 21:31:42.422778,approved,,Android,Sharqia
KYC001239,U002180,2024-04-22 14:42:27.557002,2024-04-23 16:59:54.201307,approved,,iOS,Cairo
KYC001240,U002181,2024-03-02 08:47:41.518625,2024-03-03 22:05:56.723006,approved,,Android,Cairo
KYC001241,U002182,2024-11-07 04:48:49.990222,2024-11-10 18:52:27.447201,approved,,Android,Cairo
KYC001242,U002183,2024-09-11 19:19:23.159708,2024-09-12 11:48:47.606597,rejected,watchlist_hit,iOS,Cairo
KYC001243,U002184,2024-03-05 11:40:03.768796,2024-03-09 04:08:33.838129,rejected,document_quality,Web,Alexandria
KYC001244,U002185,2024-10-05 06:54:04.151851,2024-10-08 14:03:43.986219,rejected,age_restriction,iOS,Alexandria
KYC001245,U002186,2024-11-23 17:30:16.024577,2024-11-26 02:47:36.084269,approved,,iOS,Sharqia
KYC001246,U002189,2024-09-03 18:44:28.317607,2024-09-04 06:54:47.257096,approved,,Android,Giza
KYC001247,U002190,2024-03-02 07:41:02.110345,2024-03-02 11:38:33.432338,approved,,Android,Cairo
KYC001248,U002191,2024-01-09 02:33:04.677984,2024-01-10 07:18:47.632935,approved,,Android,Dakahlia
KYC001249,U002192,2024-08-15 20:51:01.634593,2024-08-16 22:51:04.439558,approved,,iOS,Alexandria
KYC001250,U002193,2024-01-11 11:27:22.767098,2024-01-12 06:46:03.817805,approved,,iOS,Giza
KYC001251,U002197,2024-02-02 14:45:09.520457,2024-02-03 02:57:06.097451,approved,,Android,Alexandria
KYC001252,U002200,2024-08-15 17:01:22.982407,2024-08-16 09:39:30.094758,approved,,iOS,Dakahlia
KYC001253,U002201,2024-03-27 03:11:18.721174,2024-03-31 01:15:43.630444,rejected,age_restriction,iOS,Sharqia
KYC001254,U002204,2024-10-07 16:07:33.575893,2024-10-08 07:37:05.312017,rejected,identity_mismatch,Android,Cairo
KYC001255,U002208,2024-06-26 06:52:09.348592,2024-06-28 07:40:57.013578,approved,,Android,Cairo
KYC001256,U002209,2024-10-09 14:55:27.045451,2024-10-10 05:52:47.178507,rejected,watchlist_hit,Android,Giza
KYC001257,U002210,2024-04-14 08:31:20.141222,2024-04-16 14:37:01.050810,rejected,age_restriction,iOS,Dakahlia
KYC001258,U002212,2024-07-08 14:17:09.038364,2024-07-09 07:59:31.279607,approved,,Android,Giza
KYC001259,U002214,2024-04-17 11:36:29.281746,2024-04-20 15:17:19.058422,approved,,Android,Dakahlia
KYC001260,U002215,2024-02-08 21:34:06.945103,2024-02-09 08:31:16.129804,approved,,Android,Dakahlia
KYC001261,U002216,2024-04-02 22:23:06.677072,2024-04-04 12:39:41.772667,approved,,Android,Alexandria
KYC001262,U002217,2024-09-02 08:50:13.990466,2024-09-07 03:19:50.977953,approved,,Android,Cairo
KYC001263,U002222,2024-05-09 11:47:37.285545,2024-05-11 09:05:38.443020,approved,,Web,Alexandria
