user_id,channel,region,age_band,segment,recency_days,frequency,monetary,avg_txn_value
U002612,referral,Alexandria,35-44,Dormant,233.20583677105606,4,1767.5013239712812,441.8753309928203
U002613,referral,Dakahlia,25-34,Dormant,340.54088690970093,7,1566.1907355019316,223.7415336431331
U002615,referral,Cairo,25-34,Power Users,188.34246783563867,8,2895.1810261729124,482.53017102881876
U002630,organic,Cairo,25-34,Power Users,168.70309268543497,8,3654.1038078907263,456.7629759863408
U002633,partnership,Giza,18-24,Power Users,41.174729861319065,5,3621.3539921320744,905.3384980330186
U002639,organic,Alexandria,25-34,Dormant,231.44034886593,6,1880.529205086476,313.4215341810793
U002640,paid_search,Alexandria,35-44,Dormant,76.4637269792147,5,2208.063901991389,441.6127803982778
U002641,referral,Cairo,45-54,Dormant,223.8086293982342,6,1431.2352948459768,238.5392158076628
U002644,paid_social,Cairo,45-54,Power Users,294.27748377341777,8,4415.014775849961,551.8768469812451
U002650,paid_social,Cairo,25-34,Dormant,101.86432557879016,3,641.4533460307896,213.8177820102632
U002658,referral,Dakahlia,25-34,Dormant,278.8194619328715,4,1858.8204047834224,464.7051011958556
U002659,referral,Cairo,18-24,Power Users,339.27613362297416,7,2047.043812077098,292.4348302967283
U002661,referral,Cairo,18-24,Dormant,60.99094438645989,3,1138.1357144026886,379.37857146756284
U002662,referral,Sharqia,25-34,Power Users,229.23963826382533,6,3127.3376145952648,521.2229357658774
U002663,paid_social,Cairo,25-34,Dormant,44.27040750021115,5,2192.762316036998,438.5524632073996
U002667,partnership,Alexandria,25-34,Power Users,26.264584166929126,5,2704.927192541841,676.2317981354603
U002669,paid_search,Alexandria,18-24,Power Users,313.34655392356217,9,2134.8096000183805,237.20106666870893
U002682,organic,Alexandria,55+,Dormant,271.31447761598974,2,313.253067546695,313.253067546695
U002683,organic,Cairo,45-54,Power Users,105.59114511590451,9,4772.121911873914,596.5152389842392
U002686,referral,Dakahlia,35-44,Dormant,100.10768094891682,5,782.8170852211385,195.70427130528464
U002687,partnership,Giza,25-34,Dormant,139.02415369218215,6,2129.02113425179,354.8368557086317
U002690,referral,Giza,18-24,Power Users,27.674763541668653,5,3972.204634402416,794.4409268804832
U002694,referral,Cairo,35-44,Dormant,297.179213588126,6,2263.7837608118493,452.7567521623699
U002695,referral,Cairo,55+,Power Users,295.044379664585,7,2961.0753233647342,493.5125538941224
U002696,referral,Alexandria,25-34,Power Users,192.93783390056342,7,1841.8883098223484,368.37766196446967
U002697,referral,Alexandria,18-24,Dormant,199.33179655112326,5,1145.4224089949998,286.35560224874996
U002699,referral,Dakahlia,18-24,Power Users,131.78976562526077,7,3532.3046580435534,706.4609316087107
U002706,referral,Cairo,18-24,Power Users,97.99244509264827,8,6130.629505083456,766.328688135432
U002711,referral,Alexandria,35-44,Dormant,302.7179949651472,8,2603.5996659956363,325.44995824945454
U002721,paid_search,Giza,18-24,Dormant,245.59508932894096,8,2436.3183558448204,348.04547940640293
U002723,referral,Cairo,25-34,Power Users,72.31195747712627,9,1895.7889958156438,210.64322175729376
U002729,partnership,Alexandria,18-24,Dormant,179.46996989566833,3,1690.2544956843235,845.1272478421618
U002735,referral,Cairo,18-24,Dormant,42.26005121553317,5,1675.2293006503594,335.0458601300719
U002736,referral,Giza,25-34,Power Users,257.94769064802676,12,5707.799476735174,475.64995639459784
U002745,referral,Cairo,35-44,Dormant,69.76808828720823,3,772.3795085141932,257.45983617139774
U002752,referral,Alexandria,35-44,Dormant,87.11818518536165,5,2606.8732380901415,521.3746476180283
U002758,paid_social,Alexandria,25-34,Power Users,160.49054267350584,8,2923.027292356098,487.171215392683
U002767,referral,Dakahlia,25-34,Dormant,102.68058060202748,5,1198.8953314392247,299.7238328598062
U002771,organic,Cairo,18-24,Power Users,67.2793299886398,8,2317.6474633901003,386.2745772316834
U002778,paid_social,Cairo,25-34,Power Users,273.322589837946,8,3747.8131457775357,535.4018779682194
U002779,referral,Giza,18-24,Power Users,72.19573715282604,8,4026.8835640237035,503.36044550296293
U002796,referral,Alexandria,18-24,Power Users,74.89033880783245,8,2856.8434041956048,408.1204863136578
U002797,organic,Cairo,18-24,Power Users,187.6324072452262,7,2568.5873834922268,428.09789724870444
U002801,partnership,Dakahlia,18-24,Dormant,234.87879079859704,7,2262.959004086889,377.1598340144815
U002804,paid_search,Cairo,35-44,Dormant,148.76747403945774,4,1739.5375541934714,434.88438854836784
U002805,referral,Sharqia,25-34,Dormant,157.37630474520847,7,973.9266727771978,162.32111212953296
U002807,referral,Giza,35-44,Dormant,105.12280534720048,6,2284.140501971632,380.6900836619387
U002808,referral,Giza,18-24,Power Users,215.61245369212702,8,3912.6698118086065,558.9528302583724
U002809,paid_social,Alexandria,35-44,Dormant,89.81893336819485,2,462.43290433407327,231.21645216703664
U002812,partnership,Sharqia,25-34,Dormant,177.05404972238466,5,2011.6058186396729,402.32116372793456
U002814,organic,Giza,18-24,Power Users,160.06087027769536,6,3727.959026946915,621.3265044911525
U002815,partnership,Cairo,45-54,Power Users,202.86875782394782,8,4114.918087893602,587.8454411276574
U002818,referral,Dakahlia,25-34,Power Users,305.167467395775,10,4595.095231922394,510.566136880266
U002819,referral,Giza,35-44,Power Users,140.3210604400374,9,3067.1323621222837,340.7924846802537
U002820,referral,Cairo,35-44,Dormant,86.68011506972834,2,993.5051898870822,496.7525949435411
U002825,partnership,Giza,25-34,Power Users,317.8209948842414,8,5058.632643849322,632.3290804811653
U002827,referral,Alexandria,18-24,Power Users,250.61323182890192,8,3840.861955108024,480.107744388503
U002828,organic,Cairo,18-24,Dormant,232.6075249304995,4,1027.6013787872075,342.5337929290692
U002829,paid_search,Alexandria,35-44,Dormant,110.87752293981612,5,2946.769567483209,589.3539134966418
U002830,partnership,Cairo,25-34,Dormant,70.87839307868853,5,1725.123441648713,431.28086041217824
U002836,referral,Dakahlia,35-44,Dormant,88.91905936365947,7,2414.132037173385,344.87600531048355
U002841,paid_search,Alexandria,35-44,Dormant,159.48666369216517,6,1708.2896493867793,341.65792987735585
U002846,organic,Cairo,45-54,Power Users,93.95351899322122,7,2629.2102740654045,375.60146772362924
U002859,partnership,Cairo,25-34,Power Users,50.387494664639235,11,5456.439326507331,545.6439326507332
U002878,referral,Dakahlia,25-34,Power Users,316.47224164335057,8,3305.8200000323322,413.22750000404153
U002886,organic,Alexandria,25-34,Power Users,43.173720023129135,8,5240.416946458687,873.4028244097811
U002888,organic,Sharqia,55+,Dormant,266.1599147799425,2,643.0857385900352,321.5428692950176
U002889,referral,Alexandria,25-34,Power Users,116.44105313671753,7,6657.625784380797,951.0893977686853
U002892,organic,Cairo,25-34,Dormant,88.86834322940558,6,2205.7400700100175,367.6233450016696
U002893,paid_search,Giza,35-44,Power Users,85.60774509282783,6,3945.0628020601803,657.5104670100301
U002900,organic,Cairo,25-34,Dormant,304.09880121517926,5,298.63940067487573,99.54646689162524
U002913,referral,Cairo,25-34,Dormant,324.3090842710808,5,2787.186164931055,557.437232986211
U002914,referral,Giza,25-34,Power Users,312.6031305557117,6,4904.531981937614,980.9063963875227
U002920,referral,Cairo,25-34,Dormant,278.1560410531238,3,818.9780005331697,409.48900026658487
U002922,organic,Alexandria,25-34,Dormant,116.62022790499032,5,1030.326966402068,206.0653932804136
U002926,referral,Cairo,25-34,Dormant,327.3204186921939,6,1789.3175884309333,357.86351768618664
U002927,partnership,Alexandria,18-24,Dormant,206.4989144676365,6,1900.334680352917,380.06693607058344
U002930,paid_social,Alexandria,25-34,Dormant,224.48607053235173,6,2412.813398919329,402.1355664865548
U002940,paid_search,Sharqia,25-34,Dormant,111.45354519691318,5,2814.55748161697,562.911496323394
U002943,organic,Dakahlia,25-34,Dormant,114.44160024309531,5,2673.11942459159,534.623884918318
U002944,paid_social,Cairo,45-54,Power Users,66.7949405326508,7,2445.5892231386115,407.59820385643525
U002945,paid_social,Dakahlia,25-34,Dormant,248.85866494197398,2,1811.842750383579,905.9213751917895
U002947,referral,Giza,45-54,Power Users,130.12969258101657,8,2152.060035149112,358.676672524852
U002954,referral,Giza,25-34,Power Users,237.95580775476992,8,5014.478543001066,716.3540775715809
U002957,paid_search,Cairo,18-24,Dormant,196.79048457182944,5,2955.2545326989007,591.0509065397802
U002960,referral,Sharqia,18-24,Dormant,215.77237423602492,5,971.4471451435132,194.28942902870264
U002961,paid_social,Alexandria,25-34,Dormant,337.5675975694321,7,2178.369885349699,311.1956979070998
U002962,referral,Cairo,35-44,Dormant,54.38244832167402,4,2243.3932458887125,560.8483114721781
U002969,partnership,Alexandria,25-34,Power Users,101.37334634270519,8,3594.130432640345,513.4472046629064
U002972,referral,Cairo,18-24,Dormant,310.51346087967977,4,1584.1525039083795,396.03812597709486
U002976,referral,Cairo,45-54,Dormant,176.93495518527925,6,1963.1169197163445,392.6233839432689
U002980,referral,Giza,18-24,Power Users,30.04887846065685,6,3881.3287140076095,646.8881190012683
U002985,paid_social,Alexandria,18-24,Dormant,142.00374123826623,7,1968.9719976188892,281.2817139455556
U002986,referral,Giza,25-34,Dormant,200.55816508084536,5,3276.28811074453,819.0720276861325
U002996,referral,Alexandria,25-34,Power Users,42.07679880782962,8,3990.873649504494,498.85920618806176
U003014,referral,Giza,45-54,Power Users,134.17634379630908,7,6168.066131612317,881.1523045160453
U003015,referral,Alexandria,18-24,Power Users,78.00334194442257,6,4537.4357946597565,756.2392991099595
U003023,paid_social,Cairo,55+,Dormant,320.87324216449633,2,776.6569936043439,388.32849680217197
U003024,paid_social,Giza,25-34,Power Users,252.91688636597246,9,5169.798533017247,574.4220592241386
U003030,referral,Giza,25-34,Dormant,209.69801403954625,4,2164.843405810498,541.2108514526245
U003035,referral,Cairo,25-34,Power Users,120.74034280097112,6,2945.299110267185,490.8831850445308
U003036,organic,Cairo,18-24,Dormant,137.45549600711092,4,2781.4389573234,695.35973933085
U003041,paid_search,Alexandria,25-34,Power Users,230.95376297459006,9,1809.5674034700914,258.5096290671559
U003042,paid_search,Cairo,45-54,Dormant,288.0249054399319,4,638.582372976341,212.8607909921137
U003044,paid_search,Giza,18-24,Dormant,252.76549225719646,5,2831.0774133270397,707.7693533317599
U003046,referral,Alexandria,25-34,Dormant,273.8119261576794,6,2982.425753832701,497.07095897211684
U003052,partnership,Alexandria,25-34,Power Users,181.94582031248137,7,3095.801018876668,515.9668364794446
U003056,partnership,Dakahlia,18-24,Dormant,180.20030656270683,6,2495.7362474191264,415.95604123652106
U003067,referral,Cairo,18-24,Dormant,325.1711484142579,5,1232.099690609645,308.02492265241125
U003068,paid_social,Cairo,35-44,Dormant,164.6389152891934,5,1583.0831095957662,316.61662191915326
U003069,referral,Dakahlia,25-34,Dormant,242.10376304388046,2,452.3280100014792,452.3280100014792
U003073,organic,Cairo,55+,Dormant,294.40521381935105,4,1815.9119004997444,453.9779751249361
U003077,referral,Dakahlia,18-24,Dormant,303.56146957166493,5,2804.514523929406,560.9029047858812
U003080,referral,Sharqia,18-24,Dormant,348.9360937271267,5,924.7067241757612,184.94134483515225
U003083,referral,Giza,25-34,Dormant,172.4005638542585,6,780.7692665624236,156.15385331248473
U003088,referral,Giza,35-44,Dormant,324.5176747799851,4,863.7990319180443,287.9330106393481
U003091,paid_search,Alexandria,18-24,Power Users,215.24054581020027,9,3544.927644729542,506.4182349613631
U003094,paid_social,Dakahlia,25-34,Power Users,131.35104927094653,6,6795.040622848493,1132.5067704747487
U003095,partnership,Giza,35-44,Dormant,349.43342635408044,4,1113.8411317627595,278.46028294068986
U003102,referral,Alexandria,18-24,Power Users,194.64449178241193,6,2766.3011241399286,553.2602248279857
U003108,paid_social,Giza,35-44,Dormant,175.33697147015482,5,2685.7066049910386,537.1413209982077
U003109,referral,Cairo,18-24,Dormant,136.4653121875599,5,2396.019444113184,479.20388882263677
U003112,paid_social,Giza,25-34,Power Users,339.39236215269193,8,4241.577532556713,530.1971915695891
U003113,paid_social,Alexandria,18-24,Dormant,125.1178221181035,5,3184.406144591513,636.8812289183027
U003117,referral,Cairo,18-24,Dormant,220.44216157402843,6,2441.061134530585,406.8435224217642
U003118,paid_search,Giza,25-34,Power Users,250.5227844445035,9,4171.438077494135,595.919725356305
U003121,referral,Cairo,45-54,Dormant,164.94648748869076,4,1169.079075113007,292.2697687782518
U003123,referral,Giza,45-54,Power Users,72.722269710619,8,1543.0897895010185,257.1816315835031
U003127,organic,Dakahlia,25-34,Dormant,23.246068194508553,3,2433.3325008844613,811.1108336281537
U003137,referral,Dakahlia,25-34,Power Users,156.53638978023082,9,3239.6031058483422,359.9559006498158
U003145,referral,Giza,18-24,Power Users,302.83891924796626,8,3225.761841487757,460.8231202125367
U003150,organic,Giza,35-44,Power Users,202.64166311360896,8,4770.951479736704,596.368934967088
U003152,referral,Cairo,25-34,Dormant,59.57852730341256,4,3151.386037726796,787.846509431699
U003153,paid_social,Alexandria,18-24,Dormant,111.11175784748048,5,2072.9514286189115,518.2378571547279
U003154,organic,Cairo,25-34,Dormant,222.14181104162708,6,3012.5359183435803,502.08931972393003
U003156,organic,Sharqia,25-34,Dormant,239.99331451393664,2,678.5210898334943,339.26054491674716
U003163,referral,Dakahlia,45-54,Dormant,340.998436643742,3,2313.478032195822,771.159344065274
U003164,organic,Alexandria,18-24,Power Users,41.46577971056104,9,4943.379073588167,706.1970105125953
U003165,paid_search,Alexandria,35-44,Dormant,294.4908395833336,5,2021.229165081661,404.2458330163322
U003170,organic,Alexandria,18-24,Power Users,226.48131759278476,6,3441.7244930694833,573.6207488449139
U003180,referral,Giza,25-34,Power Users,100.7624199190177,6,3621.5670266031775,603.5945044338629
U003188,paid_search,Giza,25-34,Dormant,339.39106062520295,2,124.49705819788753,124.49705819788753
U003197,referral,Alexandria,35-44,Dormant,135.56940072914585,3,2234.3250465584606,744.7750155194868
U003199,paid_search,Cairo,45-54,Dormant,280.0575294215232,6,2100.0299719915492,420.00599439830984
U003204,referral,Cairo,25-34,Power Users,112.6486921873875,5,3934.0180021433634,983.5045005358409
U003223,organic,Cairo,35-44,Power Users,126.17439189832658,8,4174.514393696529,521.8142992120661
U003227,partnership,Dakahlia,25-34,Power Users,141.74425374995917,7,3083.0783272169115,440.43976103098737
U003229,referral,Cairo,45-54,Dormant,324.0358987385407,3,1204.5610215795402,401.5203405265134
U003234,referral,Cairo,35-44,Power Users,113.23817243054509,10,2619.3774907660195,327.42218634575244
U003236,organic,Cairo,35-44,Dormant,260.54824170144275,5,1360.2049230970003,272.0409846194001
U003237,referral,Alexandria,55+,Dormant,50.461516585666686,4,2201.0233355522555,550.2558338880639
U003238,organic,Giza,25-34,Dormant,56.30383722204715,3,2421.0206331735235,807.0068777245078
U003240,paid_search,Giza,25-34,Power Users,191.44310519704595,8,3245.4258255517434,405.6782281939679
U003242,organic,Cairo,25-34,Power Users,313.8806064235978,7,4562.469363745579,651.7813376779399
U003244,paid_search,Alexandria,35-44,Dormant,62.91563898138702,5,2135.9716262219217,533.9929065554804
U003246,partnership,Giza,18-24,Power Users,336.2845414006151,6,3543.776104979733,590.6293508299556
U003247,referral,Alexandria,18-24,Dormant,179.78526657400653,3,1088.3685511104668,362.78951703682225
U003250,referral,Dakahlia,18-24,Power Users,288.5627456945367,6,3346.0102410933955,557.6683735155659
U003258,organic,Giza,25-34,Power Users,158.37573024304584,7,2532.5223253337604,422.0870542222934
U003263,organic,Cairo,18-24,Power Users,46.94603857630864,5,4399.136697498919,879.8273394997838
U003266,paid_search,Dakahlia,45-54,Power Users,145.7938254168257,8,3777.4059966882533,539.6294280983219
U003268,referral,Dakahlia,18-24,Dormant,336.0020860186778,6,2019.7591508886067,403.9518301777213
U003288,referral,Cairo,18-24,Power Users,129.35672972211614,8,2116.173430562661,352.6955717604435
U003289,organic,Dakahlia,18-24,Power Users,83.4051831481047,9,6439.1929490467965,715.4658832274218
U003295,referral,Cairo,35-44,Dormant,311.235687604174,3,301.93775666963995,150.96887833481998
U003296,organic,Cairo,25-34,Power Users,47.00122848385945,8,1862.8509360031217,266.1215622861602
U003300,referral,Cairo,18-24,Power Users,227.38656421285123,7,1889.2882231811432,377.85764463622866
U003307,partnership,Giza,55+,Power Users,223.5907946410589,9,2846.190592294483,355.77382403681037
U003309,referral,Cairo,18-24,Dormant,98.59053069446236,7,2562.980825028798,366.14011786125684
U003314,paid_search,Alexandria,18-24,Power Users,123.54922914365306,6,4441.424713698876,1110.356178424719
U003315,referral,Cairo,35-44,Power Users,183.1068540508859,8,5085.658470111116,726.5226385873023
U003317,referral,Sharqia,18-24,Dormant,113.91783219901845,4,2538.867583260554,634.7168958151385
U003320,organic,Giza,18-24,Power Users,34.544359548483044,7,2650.9407511748213,441.8234585291369
U003328,paid_search,Giza,18-24,Power Users,253.76423444459215,8,4310.886265157674,538.8607831447092
U003340,partnership,Cairo,18-24,Power Users,256.51836315961555,12,4601.880138785837,383.4900115654864
U003345,referral,Giza,18-24,Power Users,236.7945216782391,9,4650.0848651492615,516.6760961276957
U003346,referral,Giza,18-24,Dormant,217.7527807522565,6,2182.3998949094394,363.7333158182399
U003349,referral,Alexandria,18-24,Power Users,98.21962251141667,8,4009.89064853996,572.8415212199942
U003352,organic,Alexandria,18-24,Power Users,244.8073635995388,8,4511.382292616679,563.9227865770848
U003354,referral,Cairo,55+,Dormant,245.03603693284094,4,457.3866610128824,152.46222033762749
U003361,paid_social,Alexandria,35-44,Power Users,54.34914837963879,6,5473.77109840071,912.295183066785
U003362,organic,Cairo,18-24,Power Users,57.487725821789354,9,3799.0464311177943,474.8808038897243
U003364,partnership,Cairo,18-24,Power Users,241.41215950250626,5,5184.408009831507,1296.1020024578768
U003368,paid_search,Alexandria,25-34,Dormant,327.22820732649416,4,2522.5183281508553,630.6295820377138
U003372,referral,Cairo,18-24,Dormant,49.890105185098946,6,2307.594522406666,461.51890448133315
U003375,referral,Cairo,45-54,Dormant,169.48010523151606,6,3040.136108270507,506.6893513784178
U003384,paid_social,Cairo,35-44,Dormant,270.16705756960437,3,2094.4481956114505,698.1493985371502
U003385,organic,Cairo,25-34,Dormant,123.36119151627645,5,3166.3444092878085,791.5861023219521
U003386,partnership,Alexandria,35-44,Dormant,228.76128464145586,3,566.9683466252962,188.98944887509876
U003389,organic,Giza,18-24,Dormant,351.0424636574462,5,2822.0587264932446,564.411745298649
U003398,organic,Cairo,25-34,Dormant,129.09097910905257,5,3635.6561224466536,727.1312244893307
U003403,referral,Giza,25-34,Dormant,225.28267737291753,3,683.270911892994,227.756970630998
U003405,referral,Alexandria,35-44,Dormant,281.6700846645981,7,1507.36320712474,215.33760101782
U003411,paid_social,Alexandria,35-44,Power Users,305.88891849527135,8,2572.2561426159123,321.53201782698903
U003421,referral,Dakahlia,18-24,Dormant,109.29716262733564,6,2487.3938775725023,414.5656462620837
U003429,referral,Alexandria,35-44,Dormant,327.1770018055104,3,2248.693719858693,749.5645732862309
U003430,organic,Sharqia,25-34,Dormant,188.4283666089177,4,2105.2008371017123,526.3002092754281
U003431,paid_search,Alexandria,35-44,Dormant,335.54047891218215,6,2614.916684615428,522.9833369230856
U003437,referral,Dakahlia,25-34,Dormant,284.83818851877004,3,1924.2089841014395,641.4029947004798
U003438,referral,Alexandria,18-24,Dormant,269.7820171411149,4,1660.8721578579637,415.2180394644909
U003439,paid_search,Cairo,25-34,Dormant,300.82441986119375,2,898.1126320799206,449.0563160399603
U003444,paid_search,Giza,35-44,Dormant,43.86222541658208,4,2101.969673422868,525.492418355717
U003448,paid_social,Cairo,35-44,Power Users,108.71533152787015,8,6026.692549642101,860.9560785203001
U003458,paid_search,Cairo,35-44,Power Users,205.2661614236422,9,3866.393732096334,483.29921651204177
U003459,referral,Sharqia,45-54,Dormant,214.88990969909355,3,615.0361923084816,307.5180961542408
U003461,paid_search,Alexandria,18-24,Power Users,222.74322846066207,9,2461.113493381845,273.457054820205
U003467,organic,Alexandria,18-24,Dormant,288.73099939804524,4,790.1993412210524,263.39978040701743
U003468,paid_search,Giza,18-24,Power Users,318.59199627302587,9,2742.3401658330545,304.7044628703394
U003472,referral,Giza,35-44,Dormant,79.95558969909325,4,1057.0387468848976,352.3462489616325
U003475,paid_social,Cairo,25-34,Power Users,238.75592287024483,7,2632.7160352054652,438.78600586757756
U003481,referral,Cairo,55+,Dormant,117.53293260419741,4,2860.722111667668,715.180527916917
U003484,paid_search,Dakahlia,25-34,Power Users,51.33642396982759,6,4880.397346769116,813.3995577948526
U003486,paid_search,Dakahlia,35-44,Power Users,42.8882873612456,7,3635.8671639979757,519.4095948568537
U003487,referral,Giza,25-34,Power Users,158.78707658592612,10,4755.816627834668,475.5816627834668
U003488,referral,Sharqia,35-44,Power Users,255.91524951392785,8,1850.4391318510807,264.3484474072972
U003492,partnership,Sharqia,18-24,Dormant,230.41664348402992,6,2041.1921099208628,510.2980274802157
U003493,organic,Giza,35-44,Dormant,220.92808060208336,6,602.4227479862407,100.40379133104011
U003494,referral,Giza,35-44,Dormant,354.93469299795106,4,1962.8417790885417,490.7104447721354
U003497,referral,Cairo,25-34,Dormant,246.12761033559218,5,2238.605553616792,447.7211107233584
U003502,referral,Sharqia,35-44,Dormant,247.2175997919403,4,1279.313054267594,319.8282635668985
U003507,partnership,Cairo,35-44,Dormant,175.26654962962493,6,1737.6937369653506,347.53874739307014
U003509,referral,Alexandria,25-34,Power Users,293.13378187501803,6,6512.396478751059,1085.3994131251764
U003510,partnership,Alexandria,25-34,Power Users,235.44263906264678,5,2958.627481563468,739.656870390867
U003527,referral,Cairo,18-24,Power Users,146.32654143543914,9,4029.525856500807,503.6907320626009
U003535,organic,Cairo,25-34,Dormant,157.2096122223884,5,1294.0786465379144,323.5196616344786
U003538,paid_social,Sharqia,35-44,Dormant,40.21059194440022,5,2384.5045443736553,596.1261360934138
U003540,referral,Alexandria,25-34,Dormant,195.98803016217425,6,1199.8735152518907,239.97470305037814
U003557,paid_social,Cairo,35-44,Dormant,150.05293371528387,5,2269.9941357857665,453.9988271571533
U003559,paid_social,Dakahlia,35-44,Dormant,94.78825958352536,4,2174.899673528971,724.9665578429904
U003566,organic,Giza,35-44,Power Users,98.19124839128926,8,1396.7293993871258,199.53277134101796
U003568,paid_social,Giza,25-34,Power Users,341.88173628458753,7,5046.284286037587,720.8977551482267
U003586,paid_social,Cairo,35-44,Dormant,266.41002689814195,2,1069.5977852426422,534.7988926213211
U003592,referral,Giza,18-24,Power Users,99.49323105346411,8,2779.4273105443344,463.2378850907224
U003609,partnership,Giza,25-34,Dormant,125.3552090972662,6,966.3607149232575,193.2721429846515
U003610,referral,Cairo,55+,Dormant,96.55091087985784,3,1254.3012003143901,418.10040010479673
U003612,partnership,Cairo,18-24,Dormant,91.0390958795324,2,445.75770258260576,445.75770258260576
U003619,referral,Cairo,35-44,Power Users,32.98358590295538,8,6241.026330524041,780.1282913155052
U003620,organic,Dakahlia,25-34,Power Users,194.78115032427013,6,3187.7177817862466,637.5435563572494
U003631,referral,Dakahlia,18-24,Dormant,162.8419383103028,5,2422.5824254761665,484.5164850952333
U003632,referral,Cairo,18-24,Dormant,121.90049998834729,2,655.8485098176831,327.92425490884153
U003640,referral,Alexandria,35-44,Power Users,345.6785856364295,8,3461.853454263105,432.73168178288813
U003643,referral,Giza,35-44,Dormant,69.37029457185417,5,1884.4436551640945,471.1109137910236
U003646,referral,Dakahlia,18-24,Dormant,208.78562458325177,6,2287.536110486747,457.5072220973494
U003648,referral,Alexandria,25-34,Dormant,295.1597279859707,7,2617.749439924521,373.964205703503
U003652,referral,Alexandria,18-24,Power Users,300.9454054743983,8,4535.752111949313,647.9645874213304
U003654,organic,Giza,25-34,Dormant,257.10284789372236,6,830.1902463732206,138.36504106220343
U003657,referral,Cairo,25-34,Dormant,250.45509679382667,3,1468.87962157993,489.62654052664334
U003666,referral,Cairo,25-34,Power Users,37.43766582198441,5,2744.5942776632482,686.1485694158121
U003667,referral,Alexandria,18-24,Dormant,184.14021060196683,3,1114.2945648797854,371.43152162659516
U003669,referral,Cairo,18-24,Power Users,342.7815135996789,11,4402.288675991832,400.2080614538029
U003674,organic,Cairo,35-44,Power Users,148.20424746535718,10,7451.516286502275,745.1516286502275
U003678,organic,Giza,25-34,Power Users,341.0442555672489,13,7537.286093720445,579.7912379784958
U003696,referral,Giza,18-24,Power Users,262.6791226621717,8,2850.1727246178725,356.27159057723406
U003699,referral,Cairo,35-44,Power Users,104.39071302069351,7,4447.175688842479,635.3108126917826
U003702,referral,Cairo,25-34,Dormant,61.228550613392144,2,1095.4758019612036,547.7379009806018
U003706,paid_social,Cairo,18-24,Dormant,159.5569931017235,5,1635.7569354199863,327.1513870839973
U003712,paid_social,Alexandria,25-34,Dormant,161.20409277779981,3,3998.7433856930875,1332.914461897696
U003715,organic,Dakahlia,25-34,Dormant,317.7736206827685,3,1060.933512310637,353.64450410354567
U003718,paid_social,Dakahlia,18-24,Dormant,157.30937802093104,4,963.9827381468627,240.9956845367157
U003720,referral,Dakahlia,18-24,Dormant,292.16269160900265,4,2542.8037995379445,635.7009498844861
U003724,referral,Dakahlia,35-44,Dormant,243.8976293867454,4,2233.6765904719755,558.4191476179939
U003731,referral,Alexandria,35-44,Power Users,145.07735457178205,8,3222.8683882411297,460.4097697487328
U003735,referral,Cairo,25-34,Dormant,258.805127939675,3,1713.8059290759768,571.2686430253256
U003743,organic,Alexandria,18-24,Power Users,83.16900851856917,6,5844.786575211169,1168.9573150422339
U003747,referral,Cairo,35-44,Dormant,100.6141851618886,5,1484.1022109577584,371.0255527394396
U003748,referral,Sharqia,55+,Power Users,94.11230930546299,9,4735.659015548634,676.5227165069476
U003750,paid_social,Alexandria,35-44,Power Users,35.52982385409996,8,3192.26453695776,399.03306711972
U003759,referral,Alexandria,18-24,Dormant,233.28183917840943,2,884.3994196342663,442.19970981713317
U003760,referral,Sharqia,35-44,Dormant,234.34509871527553,6,2484.148959968638,496.82979199372755
U003764,paid_social,Alexandria,18-24,Power Users,112.253480381798,6,5048.921453203234,841.4869088672057
U003767,paid_search,Giza,18-24,Power Users,123.50520210666582,5,4228.3955673536675,1057.0988918384169
U003775,paid_social,Giza,35-44,Dormant,327.0573975117877,4,2418.0791006729764,604.5197751682441
U003779,referral,Cairo,35-44,Dormant,227.40964061347768,7,766.0759630383894,127.6793271730649
U003782,referral,Giza,18-24,Power Users,113.46631464129314,7,2369.714243542755,338.53060622039357
U003783,referral,Alexandria,45-54,Power Users,121.01651973370463,8,4569.182325938816,571.147790742352
U003789,referral,Alexandria,18-24,Power Users,84.02386416681111,12,8922.596376836267,743.5496980696889
U003794,organic,Cairo,35-44,Dormant,108.83615753473714,1,637.7750618787383,637.7750618787383
U003798,referral,Cairo,18-24,Power Users,215.4846244561486,12,5157.848039492928,468.89527631753896
U003799,referral,Dakahlia,25-34,Dormant,142.05034528952092,6,1421.2362822241603,355.30907055604007
U003806,paid_social,Alexandria,25-34,Power Users,343.4083882407285,6,6012.546936055957,1002.0911560093263
U003807,partnership,Giza,25-34,Dormant,65.58355101849884,5,1705.0914799938137,341.0182959987627
U003809,paid_search,Giza,18-24,Dormant,273.85771303251386,2,885.1111721110576,442.5555860555288
U003811,referral,Alexandria,18-24,Dormant,139.9263579514809,4,2362.5639019529262,590.6409754882316
U003813,referral,Dakahlia,18-24,Dormant,103.31570745399222,2,1656.1795155959292,828.0897577979646
U003816,organic,Dakahlia,25-34,Power Users,74.68931741919369,9,5100.034595517091,637.5043244396363
U003818,paid_search,Giza,18-24,Power Users,342.3510688659735,9,5611.372649262503,623.4858499180559
U003821,paid_social,Cairo,18-24,Power Users,235.13910055579618,10,4652.723660688265,664.6748086697522
U003822,referral,Alexandria,45-54,Power Users,329.6559354746714,7,4071.0941179918714,581.5848739988388
U003824,referral,Cairo,35-44,Power Users,211.76962967589498,8,5342.81502974012,890.4691716233533
